Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5389263677498971,0.5983488436696994,0.5202794214758323
LR,1,0.6339051144933499,0.7042748917748919,0.6390204833601061
MLP,1,0.5097285067873304,0.5707123286070654,0.5015216852291156
MNB,1,0.49353763883175644,0.5058767435772784,0.4831901431901432
PA,1,0.5973275743863978,0.6351402815329608,0.5901092371680607
SGD,1,0.6002454408336761,0.7187302893185247,0.6177304395930378
SVM,1,0.433751542575072,0.5665626363300782,0.44378313308794587
ET,2,0.6047442753325106,0.5726600419782238,0.561839919982919
LR,2,0.5695982448923624,0.5946242309878673,0.5636657114604188
MLP,2,0.6216125051419169,0.694116489571035,0.615973160312783
MNB,2,0.6063951734539968,0.6016317016317015,0.5889662901520609
PA,2,0.5522185657479775,0.5811662075298438,0.5520300180488268
SGD,2,0.555872754696284,0.5778236914600551,0.550067104612559
SVM,2,0.5704840257781433,0.6474603174603174,0.5783990026155547
ET,3,0.7586466474701768,0.7051948051948052,0.7131071925793333
LR,3,0.6143576031811326,0.6644821187584345,0.6308605685972026
MLP,3,0.6578445084327438,0.6918140876718589,0.6659576056127781
MNB,3,0.6012669683257919,0.6127270877270878,0.6017331017331017
PA,3,0.6621527492115727,0.7024793388429752,0.670761309038821
SGD,3,0.6932757438639792,0.6786075036075035,0.6665899044898225
SVM,3,0.5681900452488687,0.6508069136745608,0.5965149616465406
ET,4,0.6597051967640203,0.6367243867243867,0.6351303286085895
LR,4,0.5573879062114356,0.6241637150728061,0.5677266784776666
MLP,4,0.6200918689153984,0.7204165920391646,0.6396639313434382
MNB,4,0.6135321541203894,0.6745706667955473,0.6163843563843564
PA,4,0.596395173453997,0.7174005139245782,0.6183297989923567
SGD,4,0.6064788153023447,0.7049525700243404,0.6218678441180827
SVM,4,0.5608048813931167,0.6381683527405453,0.5727438401027741
ET,5,0.6026504867681338,0.6765734265734266,0.5981628068215504
LR,5,0.5642136295077471,0.6792317110498929,0.5889776889776889
MLP,5,0.5682969971205265,0.692591890867753,0.5937826430170928
MNB,5,0.5208515014397368,0.5561581958711145,0.5288052356448584
PA,5,0.5869409022350198,0.6880051510486294,0.606008806008806
SGD,5,0.5801192924722337,0.6539294039294039,0.586373259842893
SVM,5,0.5362690250925545,0.6677737732761657,0.5619427187684679
ET,6,0.5716289592760181,0.7170940170940171,0.5880710955710955
LR,6,0.5732812285753461,0.6558018034847802,0.5903063266699631
MLP,6,0.513388180447004,0.5529193924355215,0.5061065061065061
MNB,6,0.534707253530783,0.562530499803227,0.5267291867291867
PA,6,0.5672206225147401,0.6396861010054413,0.5792107555743919
SGD,6,0.5716111339640751,0.6338940752733856,0.5772013756993993
SVM,6,0.5093363499245852,0.5955922865013774,0.5257999576181395
