Algoritmo,interaction,Precision,Recall,F1
ET,1,0.6063060468942822,0.6983241505968779,0.5999079245073161
LR,1,0.5445111750994104,0.6687802393684747,0.5650614572797866
MLP,1,0.5110475798711093,0.5346570912747383,0.4908172635445363
MNB,1,0.4647497600438777,0.4739495798319328,0.45288834393466276
PA,1,0.5717839023721377,0.6826631701631702,0.5870982552800735
SGD,1,0.6025860414095708,0.7078088578088578,0.6278570565960595
SVM,1,0.582865761689291,0.7091140588466791,0.6052966641201936
ET,2,0.6046784587961058,0.5615960667684806,0.5516386981947622
LR,2,0.5459385712326887,0.5848396973396973,0.5500055194290018
MLP,2,0.5785534073769368,0.6139118457300274,0.5794094262993785
MNB,2,0.5940545728781023,0.5824745430008588,0.5767957470724269
PA,2,0.5499012751953928,0.5883644133644134,0.552561854222353
SGD,2,0.5353092006033182,0.5527389277389276,0.5295682370584213
SVM,2,0.5704840257781433,0.6474603174603174,0.5783990026155547
ET,3,0.7556163444398738,0.709295722198948,0.7140872863823936
LR,3,0.6521294391882627,0.6813928761297182,0.659341190441669
MLP,3,0.7300548471136706,0.6923959878505332,0.7035592749496492
MNB,3,0.6126751679692856,0.6343887593887595,0.6185118974592658
PA,3,0.6551597422185658,0.6917638894178484,0.6621827932832717
SGD,3,0.6254627725215961,0.6742686606322971,0.6337819178274547
SVM,3,0.5735376388317565,0.6544888683279231,0.6008921633921633
ET,4,0.614179350061703,0.6353896103896104,0.6086817581717492
LR,4,0.6155697243932537,0.7462276325912689,0.6487580357081824
MLP,4,0.5784875908405319,0.67940638906548,0.5944199341328528
MNB,4,0.5839421362950774,0.6601851851851852,0.5907470307470307
PA,4,0.5782133552721788,0.6767177118781397,0.5900764673793414
SGD,4,0.6594858083093377,0.6636375718911605,0.6417712590439864
SVM,4,0.5722130810366105,0.6605281738619764,0.586939366798301
ET,5,0.6111353352529822,0.653918303918304,0.607280598189689
LR,5,0.5588660359248595,0.6705195898377717,0.5820983303741925
MLP,5,0.6153325106266282,0.6386363636363637,0.6122096723823373
MNB,5,0.5563060468942822,0.5794974095914536,0.562432169763548
PA,5,0.5643205813794049,0.6233418097054461,0.5812714617527451
SGD,5,0.6081941587823941,0.6498422279839393,0.6018000518000518
SVM,5,0.5309872480460716,0.6727432920614739,0.5601684882079303
ET,6,0.5758713835184424,0.5734729742566733,0.549778293226569
LR,6,0.5732812285753461,0.6753842500237485,0.5966847966847967
MLP,6,0.533001508295626,0.5399023113856873,0.5102412658895329
MNB,6,0.5461154531742767,0.5965867465867465,0.5465596265905863
PA,6,0.579835458658988,0.6690615835777126,0.5985847485847485
SGD,6,0.582479089537913,0.6332407788290142,0.5842179297393201
SVM,6,0.5267160290689702,0.6030995650117906,0.5372108623233061
