Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5441848347730701,0.589033275337103,0.5454488378423471
LR,1,0.6007911696146991,0.6486346986346987,0.5972978433116011
MLP,1,0.5450527903469079,0.6156971225441775,0.5513477448260056
MNB,1,0.5023488276429453,0.5799075924075925,0.49206798281848996
PA,1,0.5790333196215549,0.6591408591408592,0.5892079713959096
SGD,1,0.5392760180995476,0.6212756940029668,0.5521478521478521
SVM,1,0.5882133552721788,0.712898352083305,0.61000481000481
ET,2,0.5429494035376389,0.6370731306876818,0.5560852966442064
LR,2,0.5629548882490059,0.5933381433381433,0.5650902464322932
MLP,2,0.5539476210064446,0.629134023870866,0.5493945667858712
MNB,2,0.5895982448923625,0.5944240213014916,0.5769662156025793
PA,2,0.5512861648155766,0.593464405964406,0.5553076444572045
SGD,2,0.5705306458247633,0.5880905700995656,0.5626014531277689
SVM,2,0.5704840257781433,0.6474603174603174,0.5783990026155547
ET,3,0.5921705745235157,0.7043290043290044,0.6159784346020188
LR,3,0.6366982037570273,0.673690855927698,0.6483502744164279
MLP,3,0.6063293569175922,0.7148976023976024,0.6305361305361306
MNB,3,0.6073275743863978,0.6436313686313686,0.6171680932578785
PA,3,0.7046003016591252,0.7638021966072206,0.7055823777186007
SGD,3,0.6498354586589881,0.6591499409681227,0.6451858418261579
SVM,3,0.5378870149458385,0.6026785714285715,0.5586017385060447
ET,4,0.5378870149458385,0.698666005477151,0.566847643437097
LR,4,0.6332579185520362,0.8263544536271809,0.6755968232803586
MLP,4,0.5750281091457562,0.6991467534248282,0.5826735121829311
MNB,4,0.5948512272041684,0.5649773132393453,0.5690113007713565
PA,4,0.5757891128479363,0.678443526170799,0.5895053888102818
SGD,4,0.5109831345125463,0.6259552042160738,0.5216135716135716
SVM,4,0.5608048813931167,0.6381683527405453,0.5727438401027741
ET,5,0.5163759769642122,0.6283610094755606,0.5356564574025928
LR,5,0.5642136295077471,0.7042646491263093,0.5944365978848738
MLP,5,0.573839297956945,0.6184926184926185,0.5759497934070988
MNB,5,0.5514575620457973,0.5746548954029773,0.5537878787878788
PA,5,0.5254435760318114,0.6248570386728282,0.5425277038470442
SGD,5,0.5568750856986151,0.7063251563251562,0.5886378154650718
SVM,5,0.5537378307966544,0.7134440988226521,0.5843856353290316
ET,6,0.5343562320032909,0.6138147206329024,0.5436003390548846
LR,6,0.6045166598107774,0.6875881989075393,0.6206941206941207
MLP,6,0.5321760592348828,0.5584097986011861,0.5134675425584516
MNB,6,0.5710708898944193,0.5810680228862046,0.5674372709155316
PA,6,0.5497518168106403,0.6306364510909965,0.5677283035032097
SGD,6,0.5444042232277527,0.6445429700915594,0.5662169480351298
SVM,6,0.5073453996983409,0.5887748615021342,0.5217746912267577
