Algoritmo,Precision,Recall,F1
ET,0.5446540061245945,0.6452128576565672,0.5606028348305244
LR,0.6004054115818821,0.6889784999269283,0.6169109843366125
MLP,0.5643955391014214,0.6392963198885465,0.5672282150494148
MNB,0.5694423876776818,0.5897772023114967,0.5627397903589525
PA,0.5809840486311074,0.6583907462745183,0.5916432316220418
SGD,0.5619840943370356,0.6408899226172408,0.572733913702592
SVM,0.5530787513140455,0.6505707590062544,0.5709849529641622
