Algoritmo,Precision,Recall,F1
ET,0.6158014534485122,0.6160293714608184,0.5950625546265408
LR,0.5962777092188857,0.6346060787589841,0.6026302886901814
MLP,0.564261620732209,0.6381873616332173,0.5693378106449701
MNB,0.5732316376434023,0.6154450664183428,0.5787334481484719
PA,0.6087741670094612,0.6448508073696491,0.6105494873120343
SGD,0.6046398372868961,0.6317352616237056,0.6029550414013131
SVM,0.5927562959915901,0.664769066040179,0.6078509016508916
