Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5990799396681751,0.6339005821764442,0.5983603827503349
LR,1,0.5031084601672837,0.5954656313315057,0.5284148380073677
MLP,1,0.5201851090086383,0.6019100091827364,0.5472826005446325
MNB,1,0.517784176607706,0.604995004995005,0.5363813212236593
PA,1,0.5036075689016865,0.5868527936709755,0.5257575163992277
SGD,1,0.4835376388317565,0.5837388451024815,0.4963475517722784
SVM,1,0.3996681749622926,0.5013873917035971,0.4089632633506151
ET,2,0.5900548471136706,0.6480125934671389,0.5874425503612106
LR,2,0.5753791306732482,0.6977533960292581,0.5950280859371768
MLP,2,0.44295488824900586,0.4696969696969697,0.4445591728442761
MNB,2,0.5698121486356781,0.59982782369146,0.5756850804697695
PA,2,0.48407788290141235,0.5210526315789473,0.4847932503434896
SGD,2,0.5930851501439737,0.5930743498925316,0.5792785509363049
SVM,2,0.5732812285753461,0.6950071904036099,0.5824896118374379
ET,3,0.6655697243932538,0.7164296909986564,0.668269460527525
LR,3,0.6139531057178116,0.6042004460186279,0.5981962481962483
MLP,3,0.47397093102975457,0.5164830119375574,0.4801200244596471
MNB,3,0.5476909365144659,0.5902852049910874,0.5575296295216602
PA,3,0.5995146030440147,0.5834251606978881,0.5805063746305431
SGD,3,0.5537570272864389,0.5511341084096503,0.5431799648554405
SVM,3,0.5599245852187028,0.6175616215141907,0.5708758753056449
ET,4,0.6325983820101467,0.5938656040928767,0.5915594081622789
LR,4,0.6988427259015494,0.7105335973674533,0.6948924310584389
MLP,4,0.5917317976141505,0.5837024087024087,0.565509228343453
MNB,4,0.6619388454682572,0.7166465718189857,0.6613705613705614
PA,4,0.6612669683257919,0.7306610056610056,0.6645445631622606
SGD,4,0.7046839435074729,0.6883116883116883,0.6866425968745307
SVM,4,0.6315699986288222,0.7020728405400902,0.6548764414854097
ET,5,0.6853777594954065,0.6540126540126541,0.6461843318487361
LR,5,0.7013972302207597,0.7544122544122543,0.7057033240145194
MLP,5,0.5819799808035102,0.6872643485546711,0.6110237715500874
MNB,5,0.5663293569175922,0.5839809863339275,0.5702126323178954
PA,5,0.6654490607431783,0.7350110363944355,0.6797463325140276
SGD,5,0.6483669271904566,0.7103331451157537,0.6554640694386611
SVM,5,0.634730563554093,0.627139527139527,0.6283613364535751
ET,6,0.55822980940628,0.5523224250496978,0.5452880452880453
LR,6,0.6024365830248183,0.6232242047124079,0.606617064988815
MLP,6,0.5560907719731248,0.673718862448514,0.5724025974025975
MNB,6,0.5369765528589059,0.5719548425430778,0.5414429766916903
PA,6,0.5826504867681338,0.6352495543672014,0.6000103800517808
SGD,6,0.5810462086932676,0.6554720133667502,0.5835522516147845
SVM,6,0.5242547648430002,0.755263157894737,0.5736363636363637
