Algoritmo,Precision,Recall,F1
ET,0.5055272178801591,0.6415301092482417,0.5303400306754513
LR,0.5653430229900818,0.6492798726713224,0.586125773675748
MLP,0.5095509392568216,0.5772343178205045,0.513734106453822
MNB,0.6082773435714611,0.5865585180540035,0.5865152123343637
PA,0.5456926733397321,0.6208142749200921,0.5606649595743904
SGD,0.50798139768728,0.589481129219232,0.5244871151517478
SVM,0.5502845194021665,0.6444275623854191,0.5725866915449824
