Algoritmo,interaction,Precision,Recall,F1
ET,1,0.531705745235157,0.6572224218469278,0.562807881773399
LR,1,0.5340175510763746,0.5958186464378414,0.5538592418117559
MLP,1,0.5988893459481694,0.6463326315628106,0.6098028098028098
MNB,1,0.593434800493624,0.7077140712744427,0.6155688755688756
PA,1,0.507760866584396,0.5911255411255412,0.52727313110991
SGD,1,0.5171548059783354,0.6101141282959465,0.5462610569902125
SVM,1,0.5343205813794049,0.6652616389458494,0.570207615811915
ET,2,0.560744549568079,0.6850224938460233,0.5909389969989677
LR,2,0.543364870423694,0.5820887445887446,0.5449776355386593
MLP,2,0.4801096942273413,0.5084054834054834,0.473899598311824
MNB,2,0.5235554641436995,0.5691507101374275,0.5329045998564715
PA,2,0.5636679007267242,0.6406795224977043,0.5713139431651229
SGD,2,0.5209406279994515,0.5464030918576372,0.519864004088603
SVM,2,0.5732812285753461,0.6950071904036099,0.5824896118374379
ET,3,0.5219100507335802,0.6246753246753247,0.5409620706196017
LR,3,0.6031509666803785,0.5979929161747344,0.5912927712734288
MLP,3,0.5331921020156314,0.5366686343959072,0.530394078048037
MNB,3,0.5831509666803784,0.6087452253628723,0.5864260673938092
PA,3,0.5921349238996299,0.6605627705627705,0.6035651831699261
SGD,3,0.6416591251885371,0.6269154560854167,0.6313063309615035
SVM,3,0.5599245852187028,0.6175616215141907,0.5708758753056449
ET,4,0.5729960235842589,0.6636363636363636,0.6021364070882336
LR,4,0.6959193747429041,0.7212121212121213,0.6970485051445601
MLP,4,0.5191635815165226,0.6254062782137648,0.5401817031798056
MNB,4,0.6203811874400109,0.661295801487189,0.6340390102855354
PA,4,0.6343809132044427,0.6704840613931523,0.6418933217014631
SGD,4,0.6208515014397368,0.66566740238467,0.6285421237715073
SVM,4,0.6209406279994515,0.695001550173964,0.6451236056456173
ET,5,0.5613314136843548,0.6390940471222312,0.5837788807616394
LR,5,0.6971781160016455,0.7473513328776487,0.7000166500166499
MLP,5,0.6424379542026601,0.6552154945900587,0.6397362664073895
MNB,5,0.6113739201974496,0.5690962546225705,0.5831876859681139
PA,5,0.6002742355683531,0.6573839204273987,0.6173147707907066
SGD,5,0.5367215137803373,0.6540408102246684,0.5665990043980474
SVM,5,0.6240353763883175,0.6140082140082139,0.6170076111252581
ET,6,0.5681050322226793,0.7691919191919191,0.620733122633914
LR,6,0.6327396133278487,0.6740962254120149,0.644893058481389
MLP,6,0.5750925545043192,0.6027533740769034,0.576312402860371
MNB,6,0.593839297956945,0.6448777704449211,0.5961278175181919
PA,6,0.5765898807075277,0.6587344028520499,0.6056000270716507
SGD,6,0.5918305224187578,0.6874854536144859,0.6123499556562437
SVM,6,0.6281050322226793,0.6935234699940582,0.6487194178370649
