classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,103,100
FT,4,14,13,100,100,101,100
L,3,12,11,100,100,101,100
LF,10,39,33,100,100,104,100
MN,5,19,10,100,100,94,100
O,15,62,49,100,100,107,100
PE,13,54,47,100,100,102,99
PO,3,9,9,100,100,98,100
SC,4,18,15,100,100,100,100
SE,25,100,90,100,100,100,99
US,17,68,59,100,100,91,100
total,105,420,360,1100,1100,1101,1098
