classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,96,100
FT,4,14,12,100,100,99,100
L,3,12,11,100,100,99,100
LF,10,39,34,100,100,88,100
MN,5,19,10,100,100,93,100
O,15,62,49,100,100,112,100
PE,13,54,43,100,100,96,99
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,100,100
SE,25,100,91,100,100,100,98
US,17,68,56,100,100,105,99
total,105,420,353,1100,1100,1089,1096
