classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,102,100
FT,4,14,11,100,100,103,100
L,3,12,11,100,100,104,100
LF,10,39,34,100,100,100,100
MN,5,19,14,100,100,95,100
O,15,62,51,100,100,115,100
PE,13,54,47,100,100,93,99
PO,3,9,9,100,100,101,100
SC,4,18,17,100,100,98,100
SE,25,100,86,100,100,100,99
US,17,68,56,100,100,103,100
total,105,420,360,1100,1100,1114,1098
