classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,98,100
FT,4,14,11,100,100,105,100
L,3,12,10,100,100,96,100
LF,10,39,36,100,100,105,100
MN,5,19,14,100,100,101,100
O,15,62,52,100,100,111,99
PE,13,54,46,100,100,94,98
PO,3,9,9,100,100,101,100
SC,4,18,14,100,100,100,100
SE,25,100,92,100,100,100,97
US,17,68,55,100,100,104,98
total,105,420,363,1100,1100,1115,1092
