classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,104,100
FT,4,14,14,100,100,96,100
L,3,12,11,100,100,104,100
LF,10,39,30,100,100,103,99
MN,5,19,12,100,100,94,100
O,15,62,50,100,100,107,100
PE,13,54,49,100,100,97,100
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,101,100
SE,25,100,95,100,100,100,100
US,17,68,56,100,100,101,99
total,105,420,365,1100,1100,1108,1098
