classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,98,100
FT,4,14,12,100,100,100,100
L,3,12,11,100,100,101,100
LF,10,39,31,100,100,100,100
MN,5,19,11,100,100,97,100
O,15,62,51,100,100,111,100
PE,13,54,48,100,100,97,100
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,102,100
SE,25,100,91,100,100,100,99
US,17,68,56,100,100,109,99
total,105,420,358,1100,1100,1117,1098
