classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,100,100
FT,4,14,14,100,100,98,100
L,3,12,11,100,100,98,100
LF,10,39,33,100,100,108,100
MN,5,19,12,100,100,96,100
O,15,62,51,100,100,114,100
PE,13,54,45,100,100,95,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,98,100
SE,25,100,88,100,100,100,99
US,17,68,59,100,100,105,100
total,105,420,360,1100,1100,1112,1098
