classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,105,100
FT,4,14,13,100,100,97,100
L,3,12,11,100,100,100,100
LF,10,39,33,100,100,105,100
MN,5,19,10,100,100,95,100
O,15,62,50,100,100,110,100
PE,13,54,47,100,100,97,99
PO,3,9,9,100,100,99,100
SC,4,18,13,100,100,101,100
SE,25,100,91,100,100,100,98
US,17,68,58,100,100,102,99
total,105,420,356,1100,1100,1111,1096
