Algoritmo,interaction,Precision,Recall,F1
ET,1,0.7541011929247222,0.7491609075186787,0.7456950456950456
LR,1,0.6463348416289593,0.6627898417372102,0.6458206083874533
MLP,1,0.6451364321952556,0.6213976457291965,0.6134949904726781
MNB,1,0.6265912518853696,0.647131257896808,0.6310788201697292
PA,1,0.6402742355683532,0.6891053391053391,0.6532777748901248
SGD,1,0.6940175510763745,0.6821234321234321,0.6815414531992072
SVM,1,0.6211833264774441,0.6884108873582556,0.6414829614829615
ET,2,0.5856945015768545,0.5644365735274826,0.552316489214885
LR,2,0.5864788153023448,0.6618342516069788,0.6120357648216885
MLP,2,0.5870423693953105,0.6566552948517758,0.6072734589021901
MNB,2,0.5917660770601947,0.6414176732358551,0.602899688317645
PA,2,0.5944878650761004,0.6343655856813751,0.6072309488859279
SGD,2,0.6221294391882627,0.6376820149547422,0.6180097568567998
SVM,2,0.4190991361579597,0.6768612958856862,0.4656237701692247
ET,3,0.7307678595913889,0.75633608815427,0.732514586862413
LR,3,0.6418908542437954,0.6247699668752301,0.6288560877781255
MLP,3,0.6123899629781983,0.6260822510822511,0.607500317974506
MNB,3,0.5487302893185246,0.5500360750360751,0.5404170079359104
PA,3,0.6475647881530234,0.6284724047881943,0.6329410221115291
SGD,3,0.6473453996983408,0.6113608613608613,0.6189596126373771
SVM,3,0.4855930344165639,0.5387573211102622,0.4976801948647267
ET,4,0.5345111750994104,0.6587481962481962,0.5467703516883845
LR,4,0.6388194158782394,0.6998682476943346,0.6422009479321732
MLP,4,0.6457054709995886,0.7594961661829083,0.6645098643122359
MNB,4,0.6182133552721788,0.6381690279417552,0.6104000655074174
PA,4,0.6549033319621554,0.7190327023904737,0.6607554675612751
SGD,4,0.6397518168106403,0.6651908697363242,0.6263617878314999
SVM,4,0.6556163444398739,0.7518109537165799,0.66619053981846
ET,5,0.6519552996023584,0.6276859504132231,0.6152491539030355
LR,5,0.6406362265185795,0.6411386593204775,0.6304173813607776
MLP,5,0.609144385026738,0.5949519672246945,0.5920152791707043
MNB,5,0.5937323460852872,0.5940524186440702,0.5795032757925415
PA,5,0.6612655971479501,0.6633800122436486,0.642137481799469
SGD,5,0.6413492389962978,0.627570600768093,0.6214296646114827
SVM,5,0.47656657068421776,0.6728826728826729,0.5093037578930996
ET,6,0.5634238310708899,0.5424242424242425,0.526855021840126
LR,6,0.614730563554093,0.630729564553094,0.6103837127137356
MLP,6,0.5318853695324284,0.6125677625677626,0.5400052863395972
MNB,6,0.5152063622651858,0.5519229087410905,0.516646659791821
PA,6,0.5865487453722747,0.6469725321118509,0.5946835695498796
SGD,6,0.608170848759084,0.6335821041703394,0.5926748467286994
SVM,6,0.4041848347730701,0.4329478898997616,0.4074715333492362
