Algoritmo,Precision,Recall,F1
ET,0.6367423099776041,0.6497986597143489,0.6199001082006482
LR,0.6281484528543353,0.6535217552978876,0.6282857504989923
MLP,0.6052173316879199,0.6451918479397648,0.604133199528652
MNB,0.5823732803144568,0.6037882269159424,0.5801575862525107
PA,0.6308407605466428,0.6635547627201469,0.631837710799701
SGD,0.6421273824215,0.6429183138522987,0.626496186977511
SVM,0.5103738744915216,0.6269451701422031,0.5312921262629514
