Algoritmo,Precision,Recall,F1
ET,0.5547070250011427,0.7002873820559826,0.5803150480541249
LR,0.6115192650486768,0.6660494625164662,0.6175752395915298
MLP,0.5906442250559898,0.5961941745652329,0.5760756695590744
MNB,0.6013670643082407,0.635182728593894,0.6018786330111282
PA,0.6186861830979478,0.6721615434300875,0.6240887271201246
SGD,0.5919068513186162,0.6365264229772484,0.5939547770081767
SVM,0.6012580556698205,0.6655327310928697,0.6167660769530113
