Algoritmo,Precision,Recall,F1
ET,0.666336212806801,0.6489728976395174,0.6472882664302583
LR,0.6357390648567119,0.6436130354327673,0.6274590145497869
MLP,0.5959481694775811,0.6609395147830976,0.608463678421732
MNB,0.5866911193381782,0.6118198607492783,0.5874728449837178
PA,0.6272393619452443,0.6632042387591418,0.6309170513319143
SGD,0.6121849718908543,0.6619535387704513,0.6153590319047592
SVM,0.4780547557018145,0.6118079521212606,0.5035040237869428
