Algoritmo,interaction,Precision,Recall,F1
ET,1,0.7305717811600164,0.7189721894267348,0.7056219928653946
LR,1,0.6342136295077472,0.6528335301062573,0.6326269269665497
MLP,1,0.6482832853421089,0.6995907123179851,0.6633741827098825
MNB,1,0.6412902783491018,0.660210496574133,0.6454474818111182
PA,1,0.6378499931441107,0.6773208273208273,0.6440658472006434
SGD,1,0.5842136295077471,0.6417540792540793,0.5987046475402279
SVM,1,0.6211833264774441,0.7004854794328478,0.644964839082486
ET,2,0.5961703002879474,0.6029390544096426,0.5753845941586593
LR,2,0.5836212806801041,0.6278674187765098,0.5867132867132867
MLP,2,0.4967640202934321,0.684901034794083,0.5231895555424968
MNB,2,0.6065679418620594,0.6312248357702903,0.6111040765220331
PA,2,0.5527121897710132,0.6038102988230866,0.5628346339543678
SGD,2,0.6537282325517619,0.7148999148999149,0.6538751103968494
SVM,2,0.5684697655285891,0.6597738468428124,0.5973115973115972
ET,3,0.6897696421225833,0.6753969645819177,0.6703444703444704
LR,3,0.6472384478266832,0.6514818514818514,0.6454876918856335
MLP,3,0.5977142465377759,0.6902533740769035,0.628532826930503
MNB,3,0.5779939668174963,0.5808080808080808,0.569500176953593
PA,3,0.6296160702043055,0.6177611660370281,0.6146055140646363
SGD,3,0.6653133141368436,0.6594539212094072,0.6567821067821068
SVM,3,0.4621527492115727,0.537792299314498,0.47877167395883974
ET,4,0.5688605512134924,0.6632289279348101,0.5848061874981116
LR,4,0.6344042232277526,0.6899595028627288,0.636400477136688
MLP,4,0.6366145619086795,0.7480716253443526,0.6600339054884509
MNB,4,0.6151830522418757,0.6357509827337414,0.6059136641286743
PA,4,0.6404648292883587,0.7158253037285296,0.6507984728184831
SGD,4,0.6388605512134924,0.7256444795549073,0.6469259865755785
SVM,4,0.6609639380227615,0.7663300814018517,0.6742964235640357
ET,5,0.7239695598519128,0.6973952184179457,0.6839424441389712
LR,5,0.634795008912656,0.6427251397839634,0.6286151084245458
MLP,5,0.6065665706842177,0.5976911976911977,0.5928370348041107
MNB,5,0.6044275332510627,0.6191878462039753,0.598596996872859
PA,5,0.6400301659125188,0.6629170492806856,0.6374806083270033
SGD,5,0.5190319484437131,0.6367502982054065,0.5236835891381346
SVM,5,0.5922583299053887,0.6076140189776553,0.5895756513311372
ET,6,0.5502687508569862,0.5619289801107983,0.5279119346127019
LR,6,0.6101851090086384,0.6976262626262626,0.6145436381800017
MLP,6,0.5229960235842589,0.6286722286722287,0.5482548009699391
MNB,6,0.5337145207733444,0.5307873231937403,0.5250302776402482
PA,6,0.5810941999177293,0.6543154231389525,0.5951420765493379
SGD,6,0.6358357328945564,0.6640929757937432,0.6240221899312807
SVM,6,0.554730563554093,0.596198347107438,0.5642581660763478
