Algoritmo,interaction,Precision,Recall,F1
ET,1,0.7517839023721375,0.7207792207792207,0.729438738791226
LR,1,0.6463348416289593,0.6692751692751693,0.6491004387556112
MLP,1,0.584730563554093,0.6185408001584473,0.5916119763112833
MNB,1,0.6270245440833676,0.6435786435786436,0.6315972166211711
PA,1,0.6167448238036474,0.6809292015174369,0.6355376809922264
SGD,1,0.6400548471136707,0.6345306208942573,0.6348885974554423
SVM,1,0.5183024818318936,0.6869865381827104,0.5476514243719545
ET,2,0.6072987796517207,0.5879342879342879,0.5881557462720134
LR,2,0.6176676264911559,0.6355144855144855,0.6151225779568026
MLP,2,0.5856355409296585,0.6579622397804216,0.5906772179499452
MNB,2,0.5777800630741807,0.6234006734006733,0.5872342972342973
PA,2,0.5888797477032771,0.6289421461881354,0.5966104071367229
SGD,2,0.4860633484162896,0.6381557510589769,0.5106178217463483
SVM,2,0.3956355409296586,0.5824438719175561,0.42790032679738554
ET,3,0.7357699163581516,0.7154401154401154,0.7206666871140555
LR,3,0.6472384478266832,0.6373478373478374,0.6405518465327078
MLP,3,0.6166090771973125,0.659040959040959,0.6309298157982368
MNB,3,0.5598121486356781,0.5730837789661319,0.5577397151931313
PA,3,0.6472384478266832,0.6700301614094717,0.6513610968156422
SGD,3,0.6508748114630468,0.6325618825618825,0.6386667784383773
SVM,3,0.45515974221856575,0.5366391184573003,0.472725561658368
ET,4,0.6653969559851913,0.6623851193369911,0.6467904110150099
LR,4,0.6291224461812697,0.6770956316410862,0.6249729215274744
MLP,4,0.652092417386535,0.766421793694521,0.6713181972990585
MNB,4,0.6182133552721788,0.6388308394408144,0.6135147087018745
PA,4,0.645099410393528,0.6805418719211823,0.6511541719405636
SGD,4,0.6602509255450432,0.7636937396404437,0.6769848445291516
SVM,4,0.4806609077197312,0.608030582395657,0.5110032550569635
ET,5,0.6754847113670643,0.6569165682802046,0.6536304604486421
LR,5,0.6629768270944741,0.6201147337510974,0.6302750326076898
MLP,5,0.6276950500479912,0.6456876456876457,0.6300429281620504
MNB,5,0.600791169614699,0.6091388018112156,0.5921560693792999
PA,5,0.66347045111751,0.6685644322007959,0.6492501952394999
SGD,5,0.6211353352529824,0.6532630379025364,0.6222782158048615
SVM,5,0.46383929795694506,0.6605492546669017,0.4974854087606374
ET,6,0.5622830111065406,0.5503820740662846,0.5450475549406031
LR,6,0.6110941999177293,0.6223303550669279,0.6047312699184357
MLP,6,0.5089263677498971,0.6179836503365915,0.5362019350098175
MNB,6,0.5365254353489648,0.582886427298192,0.5425950627725327
PA,6,0.6020032908268202,0.6502176193178286,0.6015887558668308
SGD,6,0.614730563554093,0.6495162005646103,0.6087179334543735
SVM,6,0.554730563554093,0.596198347107438,0.5642581660763478
