classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,95,100
FT,4,14,13,100,100,100,100
L,3,12,11,100,100,99,100
LF,10,39,31,100,100,101,99
MN,5,19,11,100,100,96,100
O,15,62,52,100,100,115,100
PE,13,54,46,100,100,99,98
PO,3,9,9,100,100,98,100
SC,4,18,13,100,100,96,100
SE,25,100,92,100,100,100,98
US,17,68,56,100,100,101,99
total,105,420,358,1100,1100,1100,1094
