classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,96,100
FT,4,14,11,100,100,102,100
L,3,12,10,100,100,100,100
LF,10,39,34,100,100,102,100
MN,5,19,14,100,100,94,100
O,15,62,48,100,100,111,100
PE,13,54,44,100,100,95,98
PO,3,9,9,100,100,100,100
SC,4,18,13,100,100,104,100
SE,25,100,89,100,100,100,98
US,17,68,55,100,100,107,100
total,105,420,351,1100,1100,1111,1096
