classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,105,100
FT,4,14,12,100,100,106,100
L,3,12,11,100,100,98,100
LF,10,39,33,100,100,108,100
MN,5,19,12,100,100,97,100
O,15,62,48,100,100,116,100
PE,13,54,45,100,100,100,98
PO,3,9,9,100,100,98,100
SC,4,18,12,100,100,99,100
SE,25,100,87,100,100,100,98
US,17,68,57,100,100,108,98
total,105,420,348,1100,1100,1135,1094
