classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,107,100
FT,4,14,11,100,100,102,100
L,3,12,11,100,100,100,100
LF,10,39,34,100,100,107,100
MN,5,19,11,100,100,96,100
O,15,62,49,100,100,108,100
PE,13,54,48,100,100,98,99
PO,3,9,9,100,100,101,100
SC,4,18,16,100,100,103,100
SE,25,100,90,100,100,100,99
US,17,68,55,100,100,106,100
total,105,420,356,1100,1100,1128,1098
