classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,99,100
FT,4,14,10,100,100,96,100
L,3,12,11,100,100,100,100
LF,10,39,32,100,100,108,100
MN,5,19,12,100,100,97,100
O,15,62,50,100,100,108,100
PE,13,54,46,100,100,93,99
PO,3,9,9,100,100,98,100
SC,4,18,16,100,100,101,100
SE,25,100,90,100,100,100,99
US,17,68,56,100,100,106,100
total,105,420,355,1100,1100,1106,1098
