classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,97,100
FT,4,14,14,100,100,103,100
L,3,12,10,100,100,98,100
LF,10,39,31,100,100,109,100
MN,5,19,11,100,100,99,100
O,15,62,50,100,100,107,100
PE,13,54,49,100,100,99,100
PO,3,9,9,100,100,98,100
SC,4,18,15,100,100,99,100
SE,25,100,91,100,100,100,99
US,17,68,56,100,100,103,99
total,105,420,358,1100,1100,1112,1098
