classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,97,100
FT,4,14,11,100,100,99,100
L,3,12,11,100,100,100,100
LF,10,39,36,100,100,101,100
MN,5,19,13,100,100,96,100
O,15,62,53,100,100,109,100
PE,13,54,46,100,100,97,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,97,100
SE,25,100,89,100,100,100,99
US,17,68,61,100,100,100,100
total,105,420,365,1100,1100,1096,1098
