classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,95,100
FT,4,14,11,100,100,100,100
L,3,12,11,100,100,100,100
LF,10,39,33,100,100,106,100
MN,5,19,14,100,100,94,100
O,15,62,49,100,100,108,99
PE,13,54,44,100,100,97,99
PO,3,9,9,100,100,99,100
SC,4,18,14,100,100,102,100
SE,25,100,93,100,100,100,98
US,17,68,51,100,100,104,98
total,105,420,352,1100,1100,1105,1094
