classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,104,100
FT,4,14,10,100,100,99,100
L,3,12,11,100,100,99,100
LF,10,39,35,100,100,89,100
MN,5,19,13,100,100,98,100
O,15,62,51,100,100,108,100
PE,13,54,49,100,100,97,99
PO,3,9,9,100,100,102,100
SC,4,18,17,100,100,103,100
SE,25,100,93,100,100,100,99
US,17,68,57,100,100,101,100
total,105,420,369,1100,1100,1100,1098
