classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,106,100
FT,4,14,12,100,100,102,100
L,3,12,12,100,100,98,100
LF,10,39,33,100,100,97,100
MN,5,19,15,100,100,96,100
O,15,62,51,100,100,108,99
PE,13,54,44,100,100,103,98
PO,3,9,9,100,100,99,100
SC,4,18,15,100,100,100,100
SE,25,100,87,100,100,100,97
US,17,68,53,100,100,104,98
total,105,420,355,1100,1100,1113,1092
