classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,102,100
FT,4,14,12,100,100,100,100
L,3,12,11,100,100,98,100
LF,10,39,32,100,100,107,100
MN,5,19,14,100,100,96,100
O,15,62,55,100,100,108,100
PE,13,54,45,100,100,101,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,104,100
SE,25,100,89,100,100,100,97
US,17,68,58,100,100,106,98
total,105,420,364,1100,1100,1122,1094
