classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,97,100
FT,4,14,12,100,100,98,100
L,3,12,10,100,100,99,100
LF,10,39,32,100,100,107,100
MN,5,19,14,100,100,93,100
O,15,62,52,100,100,113,100
PE,13,54,44,100,100,101,99
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,103,100
SE,25,100,90,100,100,100,99
US,17,68,55,100,100,101,100
total,105,420,356,1100,1100,1113,1098
