classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,102,100
FT,4,14,13,100,100,99,100
L,3,12,10,100,100,101,100
LF,10,39,31,100,100,110,100
MN,5,19,12,100,100,96,100
O,15,62,49,100,100,108,99
PE,13,54,45,100,100,95,100
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,104,100
SE,25,100,91,100,100,100,99
US,17,68,55,100,100,103,98
total,105,420,353,1100,1100,1118,1096
