classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,99,100
FT,4,14,12,100,100,98,100
L,3,12,11,100,100,101,100
LF,10,39,32,100,100,100,100
MN,5,19,12,100,100,101,100
O,15,62,49,100,100,114,100
PE,13,54,46,100,100,97,99
PO,3,9,9,100,100,103,100
SC,4,18,13,100,100,97,100
SE,25,100,87,100,100,100,98
US,17,68,59,100,100,102,99
total,105,420,354,1100,1100,1112,1096
