classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,104,100
FT,4,14,12,100,100,99,100
L,3,12,11,100,100,98,100
LF,10,39,34,100,100,106,100
MN,5,19,13,100,100,101,100
O,15,62,48,100,100,110,100
PE,13,54,48,100,100,96,99
PO,3,9,9,100,100,99,100
SC,4,18,15,100,100,101,100
SE,25,100,92,100,100,100,98
US,17,68,58,100,100,104,99
total,105,420,365,1100,1100,1118,1096
