classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,102,100
FT,4,14,13,100,100,96,100
L,3,12,9,100,100,96,100
LF,10,39,33,100,100,103,99
MN,5,19,13,100,100,97,100
O,15,62,49,100,100,109,100
PE,13,54,48,100,100,99,98
PO,3,9,9,100,100,101,100
SC,4,18,16,100,100,98,100
SE,25,100,88,100,100,100,98
US,17,68,61,100,100,104,99
total,105,420,362,1100,1100,1105,1094
