classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,20,100,100,96,100
FT,4,14,11,100,100,100,100
L,3,12,11,100,100,100,100
LF,10,39,33,100,100,108,100
MN,5,19,11,100,100,94,100
O,15,62,47,100,100,99,98
PE,13,54,48,100,100,93,98
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,101,100
SE,25,100,90,100,100,100,96
US,17,68,56,100,100,102,96
total,105,420,351,1100,1100,1093,1088
