Algoritmo,Precision,Recall,F1
ET,0.6322811175752353,0.6378720044961598,0.6112984067241055
LR,0.6125559734383265,0.6614926765964001,0.6180552313289055
MLP,0.5651398927869515,0.6352236527348583,0.5758271950874702
MNB,0.5522772652184417,0.5922991143402072,0.554610950786082
PA,0.5985371817724758,0.6463608355538103,0.6028557142904677
SGD,0.5975360587125292,0.6419018057360079,0.5975710206721058
SVM,0.5493645896587073,0.6430909219321074,0.5673876098660691
