Algoritmo,Precision,Recall,F1
ET,0.5402320555261731,0.6599737894958394,0.5644775657574731
LR,0.607076942665178,0.6685945801424842,0.617912784679687
MLP,0.5603524579995168,0.5979879538451754,0.5566557243609751
MNB,0.5788456314926903,0.6094217877477937,0.575292699585922
PA,0.5910925022689728,0.654736723880681,0.6004546943831709
SGD,0.5733432254020491,0.6405969773434942,0.5848124316804265
SVM,0.5819247092776505,0.665260336680861,0.599728757936436
