Algoritmo,Precision,Recall,F1
ET,0.630625028566205,0.6367678157825178,0.6130183887557019
LR,0.6149529228940993,0.6596539927136045,0.6207464453754713
MLP,0.5863201177907059,0.6483548281099847,0.5949776705726302
MNB,0.5510458822223527,0.5939868004716301,0.5552207550134552
PA,0.6086656154303213,0.6533207064019082,0.6128130747233705
SGD,0.5999744046802871,0.637155814918649,0.5988765268111064
SVM,0.5465414324237854,0.639612648567128,0.5649454005704978
