Algoritmo,Precision,Recall,F1
ET,0.655315077079783,0.6536939210195721,0.6339669227655159
LR,0.6161652726358609,0.6577352350508103,0.6207658358159863
MLP,0.5601149504090681,0.6462877050174841,0.5738248751982927
MNB,0.5534105763517527,0.5900935751864959,0.5548092409434958
PA,0.6002341449400272,0.648294779415567,0.6061123973073331
SGD,0.6007917246152541,0.6415783564411954,0.6028619226426896
SVM,0.5356974398150869,0.6349985016719675,0.5551287636696859
