Algoritmo,Precision,Recall,F1
ET,0.5149905976376564,0.6414474645738328,0.5386631638502232
LR,0.5719446240034475,0.6299096526954211,0.5805878101528069
MLP,0.5345720292779116,0.5759079278774613,0.5318447329070181
MNB,0.5767776667776667,0.5851420437684126,0.5639126208649549
PA,0.5611071281659517,0.6169257863483673,0.5675596140412177
SGD,0.5487561458149693,0.6175793667218892,0.5569691513781491
SVM,0.5596438202320555,0.6489776251564455,0.57890422486434
