Algoritmo,Precision,Recall,F1
ET,0.6304552963376493,0.6363409045384001,0.6115824002570361
LR,0.6057959360900538,0.664794029596566,0.6153843035146964
MLP,0.5818973183679066,0.6428112346563317,0.5886247573208647
MNB,0.552837456660986,0.5924166302305885,0.555858667829454
PA,0.6049836764542648,0.6522987420665629,0.6108483296682443
SGD,0.6092477130712426,0.6341409868739485,0.6039465825681788
SVM,0.5598772469360704,0.6527228698736918,0.5781337287469093
