classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,100,100
FT,4,14,11,100,100,100,100
L,3,12,11,100,100,102,100
LF,10,39,33,100,100,92,100
MN,5,19,12,100,100,96,100
O,15,62,49,100,100,117,100
PE,13,54,47,100,100,99,100
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,99,99
SE,25,100,88,100,100,100,99
US,17,68,55,100,100,104,98
total,105,420,351,1100,1100,1111,1096
