classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,97,100
FT,4,14,11,100,100,98,100
L,3,12,10,100,100,100,100
LF,10,39,32,100,100,99,100
MN,5,19,13,100,100,95,100
O,15,62,47,100,100,100,100
PE,13,54,46,100,100,96,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,102,100
SE,25,100,91,100,100,100,98
US,17,68,59,100,100,98,99
total,105,420,358,1100,1100,1085,1096
