classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,96,100
FT,4,14,10,100,100,101,100
L,3,12,12,100,100,99,100
LF,10,39,35,100,100,112,100
MN,5,19,12,100,100,100,100
O,15,62,55,100,100,110,100
PE,13,54,45,100,100,99,99
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,98,100
SE,25,100,87,100,100,100,98
US,17,68,54,100,100,109,99
total,105,420,354,1100,1100,1124,1096
