classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,98,100
FT,4,14,11,100,100,100,100
L,3,12,12,100,100,98,100
LF,10,39,29,100,100,89,100
MN,5,19,13,100,100,93,100
O,15,62,48,100,100,114,99
PE,13,54,44,100,100,99,99
PO,3,9,9,100,100,100,100
SC,4,18,13,100,100,102,100
SE,25,100,89,100,100,100,96
US,17,68,51,100,100,104,96
total,105,420,343,1100,1100,1097,1090
