classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,99,100
FT,4,14,11,100,100,100,100
L,3,12,10,100,100,102,100
LF,10,39,32,100,100,104,100
MN,5,19,15,100,100,94,100
O,15,62,48,100,100,109,100
PE,13,54,44,100,100,102,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,102,100
SE,25,100,88,100,100,100,99
US,17,68,57,100,100,113,100
total,105,420,352,1100,1100,1125,1098
