classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,104,100
FT,4,14,12,100,100,98,100
L,3,12,9,100,100,101,100
LF,10,39,35,100,100,111,100
MN,5,19,13,100,100,96,100
O,15,62,52,100,100,112,100
PE,13,54,47,100,100,100,99
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,99,100
SE,25,100,90,100,100,100,98
US,17,68,55,100,100,109,99
total,105,420,360,1100,1100,1132,1096
