classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,96,100
FT,4,14,12,100,100,102,100
L,3,12,10,100,100,100,100
LF,10,39,33,100,100,110,99
MN,5,19,12,100,100,95,100
O,15,62,45,100,100,112,99
PE,13,54,46,100,100,103,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,97,100
SE,25,100,89,100,100,100,97
US,17,68,54,100,100,105,98
total,105,420,346,1100,1100,1120,1092
