classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,100,100
FT,4,14,12,100,100,102,100
L,3,12,10,100,100,97,100
LF,10,39,33,100,100,105,100
MN,5,19,12,100,100,98,100
O,15,62,47,100,100,111,100
PE,13,54,46,100,100,94,98
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,98,100
SE,25,100,90,100,100,100,97
US,17,68,54,100,100,112,99
total,105,420,350,1100,1100,1118,1094
