Algoritmo,interaction,Precision,Recall,F1
ET,1,0.46401755107637455,0.5731345520702504,0.4828656192292556
LR,1,0.504279446044152,0.5225191475191475,0.49763035787607973
MLP,1,0.4641670094611271,0.4831703649885469,0.46887248224146616
MNB,1,0.49295488824900585,0.49577505827505824,0.48148099828545193
PA,1,0.4898409433703552,0.5539855072463769,0.49252141435730556
SGD,1,0.5014630467571645,0.4873658949745907,0.4751221349183732
SVM,1,0.4942794460441519,0.5365005365005365,0.49785858207004235
ET,2,0.4520032908268202,0.5566214088941361,0.4688126688126688
LR,2,0.4881297134238311,0.5972360972360972,0.5118085212803446
MLP,2,0.5366145619086796,0.6239316239316239,0.5601766717644826
MNB,2,0.562092417386535,0.6377778110485621,0.5845660782964858
PA,2,0.5140175510763746,0.6101918196745783,0.5342787028583298
SGD,2,0.4850102838338133,0.5623825449912406,0.49604624737853575
SVM,2,0.5231742767036884,0.6177034032003607,0.5398033363942455
ET,3,0.5123008364184835,0.6124458874458875,0.5366841491841492
LR,3,0.5238584944467297,0.6189008309697965,0.5442214865744278
MLP,3,0.5509406279994515,0.5640880858272163,0.5503397787982768
MNB,3,0.4361757849993145,0.43411990308542037,0.43173532329612185
PA,3,0.49832030714383657,0.6185494640040095,0.5118598723861881
SGD,3,0.5223666529548883,0.6253545305269443,0.5462968026125921
SVM,3,0.5089263677498971,0.6349862258953168,0.5379625493261856
ET,4,0.4667448238036473,0.6174242424242424,0.49578568214931845
LR,4,0.5029781982723159,0.5838842975206613,0.5203358776822046
MLP,4,0.5213560948855066,0.6062520812520812,0.5362440654493719
MNB,4,0.4380460715754833,0.5379756496929172,0.438482177793512
PA,4,0.4850102838338133,0.5550958511185784,0.49569597069597066
SGD,4,0.493388180447004,0.6043683589138135,0.5061801656551451
SVM,4,0.46964486493898255,0.6457633275815094,0.507459503124393
ET,5,0.5285630056218291,0.6905969469127364,0.5520886481314288
LR,5,0.5843205813794049,0.688463640736368,0.5947547402092858
MLP,5,0.620721239544769,0.700242686606323,0.6454060584622586
MNB,5,0.6753366241601536,0.6521550912855261,0.6428908245122167
PA,5,0.5791690662278897,0.5693726563291781,0.568486816214089
SGD,5,0.5234951323186617,0.5992537419008007,0.5351641125405646
SVM,5,0.6130015082956258,0.6686628888353027,0.6147144101689556
ET,6,0.4445344851227205,0.5235944610944611,0.45627287020122503
LR,6,0.5242972713560948,0.6424645615822087,0.5550859248420562
MLP,6,0.42962155491567255,0.4555731109620732,0.4237920820070922
MNB,6,0.5608802961744138,0.6430711051400707,0.5742416975813559
PA,6,0.5629123817359111,0.6797348484848484,0.5939003661382594
SGD,6,0.523411490470314,0.6559260184260185,0.5567169763133193
SVM,6,0.47208693267516805,0.520002463280747,0.4826967150496563
