Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5322226792815028,0.6011563599798894,0.5425494440200322
LR,1,0.610750034279446,0.618231263685809,0.6056518637176278
MLP,1,0.43938296997120524,0.47936268722364983,0.4305695611577965
MNB,1,0.47336487042369396,0.4997752460668062,0.47711323763955343
PA,1,0.5098176333470451,0.49638921684376225,0.49881854100847356
SGD,1,0.5002276155217331,0.5114152514152515,0.49753162438584436
SVM,1,0.42304401480872067,0.583940523595696,0.43646806676259686
ET,2,0.6165487453722748,0.6545355028113649,0.6071162071162072
LR,2,0.580773344302756,0.619184197445067,0.5858108624245666
MLP,2,0.513411490470314,0.588227901131127,0.5251517242112853
MNB,2,0.5048142054024407,0.5229196961171882,0.5093314093314094
PA,2,0.5869409022350198,0.6912665112665113,0.6025617104119002
SGD,2,0.586031811325929,0.706113322414263,0.6071173271173271
SVM,2,0.5757287810228987,0.6888389388389388,0.5946030627900294
ET,3,0.6197230220759633,0.650378787878788,0.6167370778299396
LR,3,0.5912381735911146,0.663391490664218,0.6024631933722843
MLP,3,0.5310242698477993,0.5430049528863757,0.5239289099871406
MNB,3,0.4673879062114357,0.4923576423576424,0.4707716165692151
PA,3,0.5602221308103661,0.6357696529945334,0.5741939402316761
SGD,3,0.543774852598382,0.5568764568764569,0.5393556114504731
SVM,3,0.5626696832579186,0.6870391507103899,0.5927043853978838
ET,4,0.5824969148498561,0.5950343773873186,0.5773151127781017
LR,4,0.5294487865076101,0.6221244272968411,0.5470655040943289
MLP,4,0.4931742767036884,0.5237896203413445,0.4901247047492107
MNB,4,0.5367448238036473,0.6158084605453026,0.5508722948282396
PA,4,0.5463115316056492,0.6238862988862988,0.5612054849488005
SGD,4,0.5175236528177704,0.6124216524216525,0.5380419580419581
SVM,4,0.531160016454134,0.6487179487179487,0.5598846184241721
ET,5,0.6937323460852872,0.6807359307359307,0.6591213664240567
LR,5,0.6496860002742356,0.6881835269993164,0.6545456630628121
MLP,5,0.5734951323186617,0.6782708032708032,0.6090616454252819
MNB,5,0.605509392568216,0.6265545480379241,0.6033663704716337
PA,5,0.6231262854792265,0.6926011552946537,0.6265181458857348
SGD,5,0.5749211572740984,0.6893939393939393,0.603180548366397
SVM,5,0.5763951734539969,0.7276460254721123,0.610633756764994
ET,6,0.6470423693953106,0.6285693929894557,0.619402366471332
LR,6,0.5825860414095708,0.6181906787169944,0.5915202022857525
MLP,6,0.5612902783491018,0.6421392496392496,0.5899764670758585
MNB,6,0.5642136295077471,0.6110731373889269,0.5758790581240251
PA,6,0.5387769093651447,0.5897005772005772,0.5390334238653636
SGD,6,0.5871548059783355,0.6103110941346235,0.586586594715924
SVM,6,0.4826929932812286,0.5097744360902255,0.4880558183753995
