Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5713972302207596,0.5921482026745184,0.5656124920830803
LR,1,0.5719621554915673,0.5592417683326775,0.5580442696496855
MLP,1,0.557696421225833,0.5673160173160173,0.5574413305992254
MNB,1,0.4970245440833676,0.5227857192388086,0.4923052342331339
PA,1,0.5149924585218703,0.4986824769433465,0.5028536348085221
SGD,1,0.5513560948855066,0.5424926522752609,0.5419301360543045
SVM,1,0.5278499931441107,0.6009758215640569,0.538760111742737
ET,2,0.5544275332510626,0.5938881294144452,0.5575101666010757
LR,2,0.5762278897573015,0.700985125985126,0.6011265462241515
MLP,2,0.4966556972439326,0.5329938035820387,0.4936978046412009
MNB,2,0.4836020841903195,0.49040404040404034,0.483344265162447
PA,2,0.5845166598107775,0.6711593874603279,0.59258227152964
SGD,2,0.5655327025915262,0.6902534247361835,0.5906391853760276
SVM,2,0.44722062251474015,0.6643541643541644,0.4817259281992825
ET,3,0.5450651309474839,0.6330736514947042,0.5582316673225765
LR,3,0.6033593857123268,0.6746434937611409,0.6107255667038276
MLP,3,0.5679939668174963,0.6086362600716668,0.577497749427147
MNB,3,0.4819566707802002,0.5124825174825174,0.4848191102736557
PA,3,0.6156999862882215,0.6832546241637151,0.6367806464547459
SGD,3,0.5706321129850541,0.5616521900866359,0.5520170960301162
SVM,3,0.5566090771973126,0.6834169618260527,0.587465564738292
ET,4,0.5742314548196901,0.5635474604514852,0.5580975768141543
LR,4,0.5570478541066777,0.6102369852369852,0.561020121887956
MLP,4,0.5382188399835459,0.5662337662337662,0.5453714461135427
MNB,4,0.5239105992047167,0.603377935196117,0.5402524487245226
PA,4,0.5606842177430413,0.6488927738927739,0.5813797509300167
SGD,4,0.5072206225147401,0.6120629370629371,0.532680018394304
SVM,4,0.531160016454134,0.6487179487179487,0.5598846184241721
ET,5,0.7141011929247223,0.7124084249084249,0.6992488152758457
LR,5,0.5784505690388043,0.622094572094572,0.5865653219720205
MLP,5,0.6582133552721788,0.7628888787979697,0.6813956987753778
MNB,5,0.5458357328945564,0.6146251993620415,0.5678897145111067
PA,5,0.5792760180995475,0.6254138018843901,0.5892845660684229
SGD,5,0.6362457150692444,0.645190886997107,0.6190012868943738
SVM,5,0.42132730015082953,0.5303585303585303,0.4429021507816995
ET,6,0.629079939668175,0.6385916939208476,0.6153118531038442
LR,6,0.5788427259015494,0.6007531454899876,0.5814916874725488
MLP,6,0.5171548059783354,0.5310556867375049,0.5095920030550309
MNB,6,0.5823954476895653,0.6294372294372294,0.593382320334192
PA,6,0.5836912107500343,0.5760239696738553,0.5789555756448796
SGD,6,0.6083436171671466,0.5912274000509296,0.5893342960137431
SVM,6,0.5110763746057864,0.5561447515108843,0.5194083694083693
