Algoritmo,interaction,Precision,Recall,F1
ET,1,0.590791169614699,0.6323037479454592,0.5954962269612658
LR,1,0.5392115727409845,0.5972919634089049,0.5562164068403596
MLP,1,0.5690991361579596,0.5670724047194635,0.5568442831678125
MNB,1,0.5202276155217331,0.5316887822322605,0.5150412805585218
PA,1,0.4779994515288633,0.4854397181574503,0.47526624405342943
SGD,1,0.5273933909228027,0.5267217630853994,0.5152884006638948
SVM,1,0.5278499931441107,0.5991577866577866,0.5379272379259923
ET,2,0.49524749760043874,0.5212789661319073,0.49891532142844564
LR,2,0.5648196901138077,0.6963441938704308,0.5930629604313815
MLP,2,0.5053366241601536,0.6109126984126984,0.5262997142453849
MNB,2,0.4926929932812287,0.5083407078539895,0.49499759499759505
PA,2,0.5657287810228987,0.6613318243753027,0.5776889776889776
SGD,2,0.586031811325929,0.6807438937873721,0.5960066249539935
SVM,2,0.5793651446592624,0.6903892403892404,0.5967725708418905
ET,3,0.5764075140545729,0.6086719731881023,0.5758160358160359
LR,3,0.5853969559851913,0.6614172023262932,0.5992833429197066
MLP,3,0.545462772521596,0.5663715072805983,0.5459598050193661
MNB,3,0.4786000274235569,0.5255729119365483,0.48937958764175254
PA,3,0.588100918689154,0.6639185511765265,0.6018718699601053
SGD,3,0.6105251611133965,0.664201927105153,0.6227040697708475
SVM,3,0.5680172768408063,0.6950200290121239,0.5989457910510542
ET,4,0.5832099273275744,0.595995670995671,0.562962403569105
LR,4,0.5157054709995886,0.6298248720975994,0.5451566951566952
MLP,4,0.5065720553955848,0.5473361061596355,0.4991786522887001
MNB,4,0.5428054298642534,0.6214703425229741,0.5582207796767245
PA,4,0.5615699986288222,0.6241219891219891,0.5688988725782936
SGD,4,0.5053366241601536,0.5875679875679876,0.5203875664355643
SVM,4,0.522069107363225,0.646725050173326,0.5529869448539525
ET,5,0.6799657205539559,0.659471336744064,0.650020507467316
LR,5,0.5935184423419718,0.7255181317538297,0.6169015984172191
MLP,5,0.5828465651995063,0.6602693602693602,0.6052110831158258
MNB,5,0.5636912107500343,0.6030971479500891,0.5670077397350124
PA,5,0.5916769505004799,0.6503642060489304,0.6076700014499058
SGD,5,0.6298587686822981,0.6733433233433233,0.6258076920652331
SVM,5,0.4196818867407103,0.5390817953975848,0.4416433239962652
ET,6,0.6223063211298506,0.6302521008403361,0.6153709300302366
LR,6,0.5515699986288222,0.5749955697324118,0.5537659658349313
MLP,6,0.6365487453722748,0.6690508021390374,0.6471582181259601
MNB,6,0.5642136295077471,0.607958707958708,0.5737685243736468
PA,6,0.6009872480460715,0.6747131953014306,0.6130761395467278
SGD,6,0.5798820787056082,0.5748857623857625,0.570277947501178
SVM,6,0.4880405868641163,0.513973063973064,0.49272178530551725
