Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5406842177430412,0.6386352278406252,0.5541292041292042
LR,1,0.5266378719319896,0.544056629644865,0.5274170274170276
MLP,1,0.5723063211298506,0.6581709956709956,0.5853352083108988
MNB,1,0.5425860414095708,0.5239382486356875,0.5243362001982691
PA,1,0.5159015494309611,0.5573593073593074,0.512639393127198
SGD,1,0.532045797339915,0.5556643356643356,0.5357161472017348
SVM,1,0.5278499931441107,0.6009758215640569,0.538760111742737
ET,2,0.46260935143288084,0.49796434287250374,0.46483901417286994
LR,2,0.5769409022350198,0.6903283498111084,0.5976194291050166
MLP,2,0.5728890717126012,0.6508090307463348,0.582972582972583
MNB,2,0.48358425887837647,0.6781385281385282,0.5224202812438107
PA,2,0.5285630056218292,0.6763603063603064,0.5507250325432144
SGD,2,0.5163348416289593,0.6738639138639138,0.5441525403412881
SVM,2,0.5757287810228987,0.6888389388389388,0.5946030627900294
ET,3,0.4147854106677636,0.5088858509911142,0.42467682470157514
LR,3,0.5829727135609489,0.6728209514499838,0.6041712051389472
MLP,3,0.4689812148635678,0.5065934065934067,0.46583954185835064
MNB,3,0.5420403126285479,0.540083010671246,0.5293060771670398
PA,3,0.5359138900315371,0.6228112404836543,0.5535959069165901
SGD,3,0.5782969971205265,0.6786958771778506,0.6017546202328811
SVM,3,0.5626696832579186,0.6908324954128257,0.5941122228434571
ET,4,0.46977512683395034,0.6056129476584021,0.49218439970020217
LR,4,0.5008802961744138,0.6079932554383966,0.527022977022977
MLP,4,0.46388728918140676,0.5292713084017432,0.4766993758929244
MNB,4,0.5866378719319895,0.5893988587170406,0.5815690057069367
PA,4,0.5205539558480734,0.6464165464165462,0.5361067605086745
SGD,4,0.529062114356232,0.6696821696821696,0.5591818361871839
SVM,4,0.531160016454134,0.6373543123543124,0.5556302521008404
ET,5,0.5857232963115316,0.6651709401709401,0.6061503313209011
LR,5,0.6412011517893871,0.7425744569250057,0.6647575771050059
MLP,5,0.575527217880159,0.7131868131868132,0.6135552406812352
MNB,5,0.6493596599478952,0.6184704184704185,0.6208036196625765
PA,5,0.6205950911833266,0.7099316142794403,0.6384477151842273
SGD,5,0.5871081859317153,0.6287909060636334,0.5942036573052616
SVM,5,0.5763951734539969,0.7276460254721123,0.610633756764994
ET,6,0.5136075689016866,0.6693181818181818,0.5448789716445117
LR,6,0.5752063622651857,0.5736363636363637,0.5711272429454247
MLP,6,0.5235006170300288,0.5107033118396754,0.4984064981694164
MNB,6,0.5662045797339915,0.6281102561666825,0.5833766711186065
PA,6,0.522912381735911,0.6494234945806954,0.5473831836619303
SGD,6,0.5526093514328808,0.592775119617225,0.5590041713465095
SVM,6,0.4826929932812286,0.5097744360902255,0.4880558183753995
