classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,98,100
FT,4,14,12,100,100,102,100
L,3,12,11,100,100,96,100
LF,10,39,33,100,100,103,100
MN,5,19,14,100,100,94,100
O,15,62,48,100,100,110,100
PE,13,54,47,100,100,90,100
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,101,100
SE,25,100,93,100,100,100,100
US,17,68,56,100,100,104,100
total,105,420,362,1100,1100,1098,1100
