classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,98,100
FT,4,14,11,100,100,104,100
L,3,12,10,100,100,98,100
LF,10,39,34,100,100,107,100
MN,5,19,14,100,100,93,100
O,15,62,49,100,100,107,99
PE,13,54,47,100,100,102,99
PO,3,9,9,100,100,102,100
SC,4,18,17,100,100,100,100
SE,25,100,92,100,100,100,98
US,17,68,58,100,100,103,98
total,105,420,365,1100,1100,1114,1094
