classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,99,100
FT,4,14,13,100,100,100,100
L,3,12,11,100,100,96,100
LF,10,39,30,100,100,110,100
MN,5,19,11,100,100,99,100
O,15,62,50,100,100,111,100
PE,13,54,47,100,100,97,99
PO,3,9,9,100,100,100,100
SC,4,18,13,100,100,100,100
SE,25,100,94,100,100,100,99
US,17,68,56,100,100,104,100
total,105,420,356,1100,1100,1116,1098
