classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,95,100
FT,4,14,13,100,100,103,100
L,3,12,11,100,100,100,100
LF,10,39,34,100,100,100,100
MN,5,19,17,100,100,97,100
O,15,62,52,100,100,114,100
PE,13,54,50,100,100,94,100
PO,3,9,9,100,100,100,100
SC,4,18,17,100,100,98,100
SE,25,100,93,100,100,100,100
US,17,68,59,100,100,100,100
total,105,420,380,1100,1100,1101,1100
