classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,102,100
FT,4,14,11,100,100,96,100
L,3,12,10,100,100,99,100
LF,10,39,35,100,100,102,99
MN,5,19,13,100,100,96,100
O,15,62,50,100,100,108,99
PE,13,54,47,100,100,94,97
PO,3,9,9,100,100,102,100
SC,4,18,13,100,100,100,100
SE,25,100,90,100,100,100,97
US,17,68,56,100,100,110,98
total,105,420,359,1100,1100,1109,1090
