classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,97,100
FT,4,14,11,100,100,98,100
L,3,12,12,100,100,100,100
LF,10,39,36,100,100,108,100
MN,5,19,15,100,100,95,100
O,15,62,51,100,100,108,100
PE,13,54,51,100,100,99,99
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,102,100
SE,25,100,92,100,100,100,98
US,17,68,60,100,100,104,99
total,105,420,376,1100,1100,1111,1096
